记录类型,实体类型,ID,名称,难度,内容,存储开销,核心特性,时间复杂度,空间复杂度,设计思想,适用场景,关系类型,源实体,目标实体
实体,数据结构,07DS002,有向图,中等,边集 E(G) 由有向边（序偶）组成的图。,同图，具体取决于存储结构。,边具有方向性。,,,,,,,
实体,数据结构,07DS003,无向图,中等,边集 E(G) 由无向边（无序对）组成的图。,同图，具体取决于存储结构。,边没有方向性。,,,,,,,
实体,概念,07CON007,端点,入门,"一条边所连接的两个顶点。在无向图中，一条边 (vi, vj) 的两个端点是 vi 和 vj。在有向图中，边 <vi, vj> 的起点是 vi，终点是 vj。",,,,,,,,,
实体,概念,07CON008,邻接点,入门,"在无向图中，若存在边 (vi, vj)，则 vi 和 vj 互为邻接点。在有向图中，若存在边 <vi, vj>，则称 vi 和 vj 互为邻接点，vj 是 vi 的出边邻接点，vi 是 vj 的入边邻接点。",,,,,,,,,
实体,概念,07CON009,出边,入门,"在有向图中，从顶点 vi 出发的边 <vi, vj> 称为 vi 的一条出边。",,,,,,,,,
实体,概念,07CON010,入边,入门,"在有向图中，指向顶点 vj 的边 <vi, vj> 称为 vj 的一条入边。",,,,,,,,,
实体,概念,07CON011,出边邻接点,入门,"在有向图中，若存在边 <vi, vj>，则 vj 是 vi 的出边邻接点。",,,,,,,,,
实体,概念,07CON012,入边邻接点,入门,"在有向图中，若存在边 <vi, vj>，则 vi 是 vj 的入边邻接点。",,,,,,,,,
实体,概念,07CON014,入度,入门,有向图中顶点 v 的入度 ID(v) 是以该顶点为终点的入边的数目。,,,,,,,,,
实体,概念,07CON015,出度,入门,有向图中顶点 v 的出度 OD(v) 是以该顶点为起点的出边的数目。,,,,,,,,,
实体,概念,07CON016,完全图,入门,无向图中任意两个顶点间都存在边；有向图中任意两个顶点间都存在方向相反的两条边。n 个顶点的无向完全图有 n(n-1)/2 条边，有向完全图有 n(n-1) 条边。,,,,,,,,,
实体,概念,07CON017,稠密图,入门,边数接近完全图的图。,,,,,,,,,
实体,概念,07CON018,稀疏图,入门,边数远小于完全图边数的图，通常边数 e 与顶点数 n 同数量级。,,,,,,,,,
实体,概念,07CON019,子图,入门,"设有两个图 G=(V,E) 和 G'=(V',E')，若 V' 是 V 的子集，E' 是 E 的子集，且 E' 中涉及的顶点都在 V' 中，则称 G' 是 G 的子图。",,,,,,,,,
实体,概念,07CON022,简单路径,入门,路径序列中所有顶点均不相同的路径。,,,,,,,,,
实体,概念,07CON023,回路,入门,路径的起点和终点相同的路径，也称为环。,,,,,,,,,
实体,概念,07CON024,简单回路,入门,除路径的起点和终点相同外，其余顶点均不相同的回路。,,,,,,,,,
实体,概念,07CON025,连通,入门,在无向图中，若从顶点 vi 到顶点 vj 有路径，则称 vi 和 vj 是连通的。,,,,,,,,,
实体,概念,07CON026,连通图,入门,无向图中任意两个顶点都连通的图。,,,,,,,,,
实体,概念,07CON027,非连通图,入门,存在不连通顶点的无向图。,,,,,,,,,
实体,概念,07CON028,连通分量,中等,无向图的极大连通子图。非连通图有多个连通分量。,,,,,,,,,
实体,概念,07CON029,强连通图,中等,有向图中，任意两个顶点 vi 和 vj 之间都存在从 vi 到 vj 和从 vj 到 vi 的路径。,,,,,,,,,
实体,概念,07CON030,强连通分量,中等,有向图的极大强连通子图。非强连通图有多个强连通分量。,,,,,,,,,
实体,概念,07CON031,权,入门,图中每条边上标定的具有某种含义的数值，通常为非负实数。,,,,,,,,,
实体,数据结构,07DS004,带权图,中等,边上带有权的图，也常称为网(network)。,需要在存储结构中额外记录边的权值信息。,边附带权值。,,,,,,,
实体,数据结构,07DS005,邻接矩阵,入门,"用n阶方阵A表示n个顶点的图。A[i,j]=1（或权值）表示顶点i到j有边，A[i,j]=0（或无穷大）表示无边。无向图矩阵对称。",O(n^2)。,"查找边(i,j)时间O(1)；求顶点度或邻接点时间O(n)；适用于稠密图。",,,,,,,
实体,数据结构,07DS006,邻接表,入门,对图中每个顶点vi建立一个单链表，存储其所有邻接点（对有向图通常是出边邻接点）以及边的信息（如权值）。各链表的头指针存储在一个数组中。,O(n+e)。,查找顶点vi的出边邻接点时间O(度(vi))；查找入边不便（需逆邻接表或遍历）；适用于稀疏图。,,,,,,,
实体,数据结构,07DS007,边集数组,入门,用一个一维数组存储图中所有边的信息，每个数组元素包含一条边的起点、终点和权值。,O(e)。,适合对边进行遍历处理的算法；查找特定边或顶点相关信息（度、邻接点）效率低，需O(e)；适用于稀疏图。,,,,,,,
实体,数据结构,07DS008,逆邻接表,入门,类似于邻接表，但每个顶点的链表存储的是指向该顶点的所有入边信息（主要是入边邻接点序号和权值）。,O(n+e)。,方便查找有向图中顶点的入度、入边和入边邻接点。,,,,,,,
实体,数据结构,07DS009,十字邻接表,中等,用于有向图的一种链式存储结构。每个顶点有一个入边链表头指针和出边链表头指针。每个边结点包含起点、终点、权值、指向同起点的下一条出边结点的指针、指向同终点的下一条入边结点的指针。,O(n+e)。,方便地查找顶点的出边信息和入边信息。,,,,,,,
实体,算法,07ALG001,图的遍历,入门,从图中某一顶点出发，按照某种搜索策略访问图中所有顶点一次且仅一次的过程。需要使用辅助数组标记顶点访问状态以避免重复访问。,,,邻接矩阵O(n^2)，邻接表O(n+e),O(n),搜索,图的基本操作，是许多图算法的基础，如连通性判断、路径查找等。,,,
实体,算法,07ALG002,深度优先搜索,入门,一种图遍历策略。从初始点出发，访问该顶点，然后选择一个未访问的邻接点深入访问，直到该路径到达尽头，再回溯到上一个顶点，选择另一未访问邻接点继续深入。类似树的先根遍历，通常用递归或栈实现。,,,邻接矩阵O(n^2)，邻接表O(n+e),O(n)（递归栈或辅助栈）,递归、回溯、栈,查找路径、判断连通性、拓扑排序、查找关节点/桥等。,,,
实体,算法,07ALG003,广度优先搜索,入门,一种图遍历策略。从初始点出发，访问该顶点，然后依次访问其所有未访问过的邻接点，再按这些邻接点被访问的顺序，依次访问它们各自未被访问过的邻接点。类似树的层序遍历，通常用队列实现。,,,邻接矩阵O(n^2)，邻接表O(n+e),O(n)（队列）,迭代、队列,查找无权图最短路径、层序遍历。,,,
实体,概念,08CON003,生成树,中等,连通图G的一个子图G'，如果G'包含了G的所有顶点，并且G'是树（即连通且无回路），则称G'为G的生成树。生成树包含n个顶点和n-1条边。,,,,,,,,,
实体,概念,08CON004,最小生成树,中等,在一个带权连通图中，所有生成树中边权值总和最小的那棵生成树，称为最小生成树（MST）。用于解决网络建设中成本最低的问题。,,,,,,,,,
实体,算法,08ALG001,普里姆算法,中等,从一个顶点开始，逐步扩展生成树，每次选择连接已选顶点集与未选顶点集之间权值最小的边，直到包含所有顶点。,,,O(n^2)（使用邻接矩阵），O(e log n)（使用优先队列和邻接表）,O(n)或O(n^2)取决于实现,贪心,求解稠密图的最小生成树,,,
实体,算法,08ALG002,克鲁斯卡尔算法,中等,将所有边按权值从小到大排序，依次选择权值最小且不会形成回路的边加入生成树，直到选够n-1条边。,,,O(e log e)或O(e log n)（主要取决于排序和并查集操作）,O(e+n) 或 O(n^2)（取决于实现和边集存储）,贪心,求解稀疏图的最小生成树,,,
实体,概念,08CON006,最短路径,中等,在图中，从一个顶点到另一个顶点的所有路径中，经过的边数最少（无权图）或边权值之和最小（带权图）的路径。,,,,,,,,,
实体,算法,08ALG003,狄克斯特拉算法,中等,用于计算带权图中单个源点到所有其他顶点的最短路径。采用贪心策略，每次选择距离源点最近且未访问的顶点加入已确定最短路径的集合。,,,O(n^2)（使用邻接矩阵），O(e log n)（使用优先队列和邻接表）,O(n),贪心,求解单源最短路径问题（边权非负）,,,
实体,算法,08ALG004,弗洛伊德算法,中等,用于计算带权图中任意两个顶点之间的最短路径。通过动态规划思想，逐步考虑中间顶点来更新所有顶点对之间的最短距离。,,,O(n^3),O(n^2),动态规划,求解所有顶点对之间的最短路径（可处理负权边，不能处理负权回路）,,,
实体,概念,08CON007,AOV网,中等,顶点活动网（Activity On Vertex network），用顶点表示活动，用有向边表示活动之间的先后（前驱）关系。常用于表示工程或项目计划，必须是无环图。,,,,,,,,,
实体,概念,08CON008,拓扑序列,中等,"对有向无环图（DAG）的所有顶点进行线性排序，使得图中任意一条有向边<u, v>，顶点u都在顶点v之前出现。一个图的拓扑序列可能不唯一。",,,,,,,,,
实体,算法,08ALG005,拓扑排序,中等,生成有向无环图（DAG）的拓扑序列的过程。常用方法是重复选择入度为0的顶点并输出，然后移除该顶点及其出边。,,,O(n+e),O(n),基于入度/DFS,判断图是否有环、任务调度、依赖解析等,,,
实体,概念,08CON011,AOE网,中等,边活动网（Activity On Edge network），用带权有向边表示活动及其持续时间，用顶点表示事件（活动的开始或结束）。用于工程估时和关键路径分析，必须是无环图。,,,,,,,,,
实体,概念,08CON012,事件,中等,在AOE网中，表示活动的开始或结束状态的点，是活动的转接点。事件本身不消耗时间。,,,,,,,,,
实体,概念,08CON013,活动,中等,在AOE网中，表示工程中的具体任务，由带权有向边表示，权值代表活动持续时间。,,,,,,,,,
实体,概念,08CON014,源点,入门,图中一个特殊的顶点，通常指没有入边的顶点（在AOE/AOV网中表示工程开始）或最短路径问题的起点。,,,,,,,,,
实体,概念,08CON015,汇点,入门,图中一个特殊的顶点，通常指没有出边的顶点（在AOE/AOV网中表示工程结束）。,,,,,,,,,
实体,概念,08CON016,关键路径,高级,在AOE网中，从源点到汇点的所有路径中，长度（总持续时间）最长的那条（或多条）路径。关键路径的长度决定了整个工程的最短完成时间。,,,,,,,,,
实体,概念,08CON017,关键活动,中等,在AOE网中，位于关键路径上的活动。这些活动的开始时间余量为0，任何延迟都会导致整个工程延期。,,,,,,,,,
实体,算法,08ALG006,关键路径算法,高级,计算AOE网中关键路径的过程。通常涉及计算每个事件的最早发生时间（正向拓扑排序）和最迟发生时间（逆向拓扑排序），然后确定每个活动的最早、最迟开始时间，找出时间余量为0的关键活动，从而确定关键路径。,,,O(n+e),O(n+e),拓扑排序、动态规划思想,项目管理、工程进度安排与优化,,,
关系,,,,,,,,,,,,理论依赖,01DS001,01CON001
关系,,,,,,,,,,,,理论依赖,01DS001,01CON002
关系,,,,,,,,,,,,理论依赖,01DS002,01CON001
关系,,,,,,,,,,,,理论依赖,01DS003,01CON001
关系,,,,,,,,,,,,理论依赖,01DS004,01CON001
关系,,,,,,,,,,,,理论依赖,01DS005,01CON001
关系,,,,,,,,,,,,继承,01DS004,01DS006
关系,,,,,,,,,,,,继承,01DS005,01DS006
关系,,,,,,,,,,,,理论依赖,01ALG001,01CON003
关系,,,,,,,,,,,,理论依赖,01ALG001,01CON004
关系,,,,,,,,,,,,理论依赖,01CON005,01DS001
关系,,,,,,,,,,,,理论依赖,01CON002,01CON013
关系,,,,,,,,,,,,理论依赖,01CON002,01CON014
关系,,,,,,,,,,,,理论依赖,01CON002,01CON015
关系,,,,,,,,,,,,理论依赖,01CON002,01CON016
关系,,,,,,,,,,,,理论依赖,01CON007,01CON008
关系,,,,,,,,,,,,理论依赖,01CON009,01CON008
关系,,,,,,,,,,,,理论依赖,01DS003,01CON019
关系,,,,,,,,,,,,理论依赖,01DS003,01CON020
关系,,,,,,,,,,,,理论依赖,01DS004,01CON021
关系,,,,,,,,,,,,理论依赖,01DS004,01CON022
关系,,,,,,,,,,,,理论依赖,01DS004,01CON023
关系,,,,,,,,,,,,理论依赖,01DS005,01CON017
关系,,,,,,,,,,,,理论依赖,01DS005,01CON018
关系,,,,,,,,,,,,理论依赖,01CON005,01CON024
关系,,,,,,,,,,,,理论依赖,01DS001,01CON007
关系,,,,,,,,,,,,理论依赖,01CON006,01CON007
关系,,,,,,,,,,,,使用,01ALG001,01DS001
关系,,,,,,,,,,,,理论依赖,01CON025,01CON008
关系,,,,,,,,,,,,理论依赖,01CON009,01CON025
关系,,,,,,,,,,,,理论依赖,01CON007,01CON025
关系,,,,,,,,,,,,继承,02DS002,02DS001
关系,,,,,,,,,,,,继承,02DS003,02DS001
关系,,,,,,,,,,,,继承,02DS004,02DS003
关系,,,,,,,,,,,,继承,02DS005,02DS003
关系,,,,,,,,,,,,变体,02DS006,02DS003
关系,,,,,,,,,,,,理论依赖,02DS002,01CON013
关系,,,,,,,,,,,,理论依赖,02DS003,01CON014
关系,,,,,,,,,,,,理论依赖,02DS003,01CON017
关系,,,,,,,,,,,,理论依赖,02DS003,02CON004
关系,,,,,,,,,,,,理论依赖,02DS003,02CON005
关系,,,,,,,,,,,,理论依赖,02DS002,02CON007
关系,,,,,,,,,,,,理论依赖,02DS003,02CON008
关系,,,,,,,,,,,,操作绑定,02ALG001,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG002,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG003,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG004,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG005,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG006,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG007,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG008,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG009,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG010,02DS001
关系,,,,,,,,,,,,操作绑定,02ALG011,02DS001
关系,,,,,,,,,,,,使用,02ALG011,02ALG012
关系,,,,,,,,,,,,使用,02ALG013,02DS001
关系,,,,,,,,,,,,使用,02ALG014,02DS001
关系,,,,,,,,,,,,理论依赖,02ALG013,02CON006
关系,,,,,,,,,,,,理论依赖,02ALG014,02CON006
关系,,,,,,,,,,,,使用,03DS002,01DS002
关系,,,,,,,,,,,,使用,03DS003,01DS002
关系,,,,,,,,,,,,使用,03DS002,03DS014
关系,,,,,,,,,,,,操作绑定,03ALG001,03DS002
关系,,,,,,,,,,,,操作绑定,03ALG002,03DS002
关系,,,,,,,,,,,,操作绑定,03ALG003,03DS002
关系,,,,,,,,,,,,操作绑定,03ALG004,03DS002
关系,,,,,,,,,,,,操作绑定,03ALG005,03DS002
关系,,,,,,,,,,,,使用,03ALG005,03ALG016
关系,,,,,,,,,,,,操作绑定,03ALG006,03DS002
关系,,,,,,,,,,,,操作绑定,03ALG007,03DS002
关系,,,,,,,,,,,,使用,03ALG007,03ALG015
关系,,,,,,,,,,,,操作绑定,03ALG008,03DS002
关系,,,,,,,,,,,,使用,03ALG008,03ALG016
关系,,,,,,,,,,,,操作绑定,03ALG009,03DS002
关系,,,,,,,,,,,,使用,03ALG009,03ALG016
关系,,,,,,,,,,,,操作绑定,03ALG010,03DS002
关系,,,,,,,,,,,,使用,03ALG010,03ALG016
关系,,,,,,,,,,,,操作绑定,03ALG011,03DS002
关系,,,,,,,,,,,,使用,03ALG011,03ALG016
关系,,,,,,,,,,,,操作绑定,03ALG012,03DS002
关系,,,,,,,,,,,,操作绑定,03ALG013,03DS002
关系,,,,,,,,,,,,操作绑定,03ALG014,03DS002
关系,,,,,,,,,,,,使用,03DS003,02DS004
关系,,,,,,,,,,,,操作绑定,03ALG017,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG018,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG019,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG020,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG021,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG022,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG023,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG024,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG025,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG026,03DS003
关系,,,,,,,,,,,,操作绑定,03ALG027,03DS003
关系,,,,,,,,,,,,使用,03ALG027,03ALG025
关系,,,,,,,,,,,,操作绑定,03ALG028,03DS003
关系,,,,,,,,,,,,使用,03ALG028,03ALG023
关系,,,,,,,,,,,,使用,03ALG028,03ALG025
关系,,,,,,,,,,,,操作绑定,03ALG029,03DS003
关系,,,,,,,,,,,,使用,03ALG029,03ALG023
关系,,,,,,,,,,,,使用,03ALG029,03ALG025
关系,,,,,,,,,,,,理论依赖,03DS005,03CON001
关系,,,,,,,,,,,,使用,03DS005,03DS006
关系,,,,,,,,,,,,使用,03DS007,03DS006
关系,,,,,,,,,,,,使用,03DS008,03DS006
关系,,,,,,,,,,,,变体,03DS009,03DS008
关系,,,,,,,,,,,,变体,03DS010,03DS008
关系,,,,,,,,,,,,操作绑定,03ALG030,03DS005
关系,,,,,,,,,,,,操作绑定,03ALG031,03DS007
关系,,,,,,,,,,,,操作绑定,03ALG032,03DS010
关系,,,,,,,,,,,,操作绑定,03ALG033,03DS007
关系,,,,,,,,,,,,操作绑定,03ALG034,03DS007
关系,,,,,,,,,,,,操作绑定,03ALG035,03DS007
关系,,,,,,,,,,,,优化,03ALG035,03ALG034
关系,,,,,,,,,,,,操作绑定,03ALG036,03DS009
关系,,,,,,,,,,,,理论依赖,03DS011,03CON002
关系,,,,,,,,,,,,理论依赖,03DS011,03CON003
关系,,,,,,,,,,,,理论依赖,03DS011,03CON004
关系,,,,,,,,,,,,使用,03DS012,03DS011
关系,,,,,,,,,,,,变体,03DS013,03DS012
关系,,,,,,,,,,,,操作绑定,03ALG037,03DS012
关系,,,,,,,,,,,,理论依赖,03ALG037,03CON005
关系,,,,,,,,,,,,操作绑定,03ALG038,03DS012
关系,,,,,,,,,,,,理论依赖,03ALG038,03CON006
关系,,,,,,,,,,,,操作绑定,03ALG039,03DS012
关系,,,,,,,,,,,,操作绑定,03ALG040,03DS012
关系,,,,,,,,,,,,继承,04DS002,02DS001
关系,,,,,,,,,,,,继承,04DS003,02DS001
关系,,,,,,,,,,,,继承,04DS004,04DS002
关系,,,,,,,,,,,,继承,04DS005,04DS002
关系,,,,,,,,,,,,继承,04DS006,04DS003
关系,,,,,,,,,,,,继承,04DS007,04DS003
关系,,,,,,,,,,,,变体,04DS008,04DS003
关系,,,,,,,,,,,,操作绑定,04ALG001,04DS002
关系,,,,,,,,,,,,操作绑定,04ALG002,04DS002
关系,,,,,,,,,,,,操作绑定,04ALG003,04DS002
关系,,,,,,,,,,,,操作绑定,04ALG004,04DS002
关系,,,,,,,,,,,,操作绑定,04ALG005,04DS002
关系,,,,,,,,,,,,操作绑定,04ALG006,04DS002
关系,,,,,,,,,,,,操作绑定,04ALG007,04DS003
关系,,,,,,,,,,,,操作绑定,04ALG008,04DS003
关系,,,,,,,,,,,,操作绑定,04ALG009,04DS003
关系,,,,,,,,,,,,操作绑定,04ALG010,04DS003
关系,,,,,,,,,,,,操作绑定,04ALG011,04DS003
关系,,,,,,,,,,,,操作绑定,04ALG012,04DS003
关系,,,,,,,,,,,,使用,04ALG013,04DS002
关系,,,,,,,,,,,,使用,04ALG014,04DS002
关系,,,,,,,,,,,,使用,04ALG015,04DS002
关系,,,,,,,,,,,,理论依赖,04ALG015,04CON004
关系,,,,,,,,,,,,使用,04ALG016,04DS002
关系,,,,,,,,,,,,理论依赖,04ALG016,04CON003
关系,,,,,,,,,,,,理论依赖,04ALG016,04CON004
关系,,,,,,,,,,,,理论依赖,04ALG016,04CON005
关系,,,,,,,,,,,,理论依赖,04ALG017,04CON006
关系,,,,,,,,,,,,理论依赖,04ALG018,04CON006
关系,,,,,,,,,,,,理论依赖,04ALG019,04CON006
关系,,,,,,,,,,,,理论依赖,04ALG020,04CON006
关系,,,,,,,,,,,,使用,04ALG020,04DS002
关系,,,,,,,,,,,,使用,04ALG020,04DS003
关系,,,,,,,,,,,,理论依赖,04ALG021,04CON006
关系,,,,,,,,,,,,理论依赖,04DS002,04CON001
关系,,,,,,,,,,,,理论依赖,04DS003,04CON002
关系,,,,,,,,,,,,理论依赖,04CON006,04DS002
关系,,,,,,,,,,,,理论依赖,05DS001,01CON021
关系,,,,,,,,,,,,理论依赖,05DS001,05CON002
关系,,,,,,,,,,,,理论依赖,05DS001,01CON017
关系,,,,,,,,,,,,理论依赖,05DS001,05CON004
关系,,,,,,,,,,,,理论依赖,05DS001,01CON022
关系,,,,,,,,,,,,理论依赖,05DS001,01CON023
关系,,,,,,,,,,,,理论依赖,05DS001,05CON007
关系,,,,,,,,,,,,理论依赖,05DS001,05CON008
关系,,,,,,,,,,,,理论依赖,05DS001,05CON009
关系,,,,,,,,,,,,理论依赖,05DS001,05CON010
关系,,,,,,,,,,,,理论依赖,05DS001,05CON011
关系,,,,,,,,,,,,理论依赖,05DS001,05CON012
关系,,,,,,,,,,,,理论依赖,05DS001,05CON013
关系,,,,,,,,,,,,理论依赖,05DS001,05CON014
关系,,,,,,,,,,,,继承,05DS002,05DS001
关系,,,,,,,,,,,,继承,05DS008,05DS001
关系,,,,,,,,,,,,理论依赖,05DS002,05CON015
关系,,,,,,,,,,,,理论依赖,05DS002,05CON016
关系,,,,,,,,,,,,理论依赖,05DS002,05CON017
关系,,,,,,,,,,,,理论依赖,05DS002,05CON018
关系,,,,,,,,,,,,继承,05DS003,05DS002
关系,,,,,,,,,,,,继承,05DS004,05DS002
关系,,,,,,,,,,,,继承,05DS005,05DS002
关系,,,,,,,,,,,,继承,05DS003,05DS004
关系,,,,,,,,,,,,继承,05DS004,05DS005
关系,,,,,,,,,,,,理论依赖,05DS002,01CON013
关系,,,,,,,,,,,,理论依赖,05DS002,01CON014
关系,,,,,,,,,,,,理论依赖,05DS008,01CON013
关系,,,,,,,,,,,,理论依赖,05DS008,01CON014
关系,,,,,,,,,,,,理论依赖,01CON014,05CON021
关系,,,,,,,,,,,,操作绑定,05ALG001,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG002,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG003,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG004,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG005,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG006,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG007,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG008,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG009,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG010,05DS002
关系,,,,,,,,,,,,操作绑定,05ALG011,05DS002
关系,,,,,,,,,,,,使用,05ALG001,04DS002
关系,,,,,,,,,,,,使用,05ALG002,04DS002
关系,,,,,,,,,,,,使用,05ALG003,04DS002
关系,,,,,,,,,,,,使用,05ALG004,04DS003
关系,,,,,,,,,,,,使用,05ALG006,04DS002
关系,,,,,,,,,,,,理论依赖,05ALG006,03DS011
关系,,,,,,,,,,,,操作绑定,05ALG012,05DS008
关系,,,,,,,,,,,,操作绑定,05ALG013,05DS008
关系,,,,,,,,,,,,操作绑定,05ALG014,05DS008
关系,,,,,,,,,,,,操作绑定,05ALG015,05DS008
关系,,,,,,,,,,,,操作绑定,05ALG016,05DS008
关系,,,,,,,,,,,,操作绑定,05ALG017,05DS008
关系,,,,,,,,,,,,操作绑定,05ALG018,05DS008
关系,,,,,,,,,,,,操作绑定,05ALG019,05DS008
关系,,,,,,,,,,,,操作绑定,05ALG004,05DS008
关系,,,,,,,,,,,,使用,05ALG013,04DS002
关系,,,,,,,,,,,,使用,05ALG018,04DS002
关系,,,,,,,,,,,,使用,05ALG019,04DS002
关系,,,,,,,,,,,,理论依赖,05ALG013,03DS011
关系,,,,,,,,,,,,理论依赖,05ALG015,03DS011
关系,,,,,,,,,,,,理论依赖,05ALG010,03DS011
关系,,,,,,,,,,,,继承,06DS001,05DS002
关系,,,,,,,,,,,,继承,06DS002,05DS004
关系,,,,,,,,,,,,变体,06DS003,06DS002
关系,,,,,,,,,,,,变体,06DS004,06DS002
关系,,,,,,,,,,,,继承,06DS005,05DS002
关系,,,,,,,,,,,,变体,06DS006,05DS002
关系,,,,,,,,,,,,继承,06DS007,06DS001
关系,,,,,,,,,,,,操作绑定,06ALG001,06DS001
关系,,,,,,,,,,,,操作绑定,06ALG002,06DS001
关系,,,,,,,,,,,,操作绑定,06ALG003,06DS001
关系,,,,,,,,,,,,操作绑定,06ALG004,06DS001
关系,,,,,,,,,,,,操作绑定,06ALG005,06DS002
关系,,,,,,,,,,,,操作绑定,06ALG006,06DS002
关系,,,,,,,,,,,,操作绑定,05ALG002,06DS001
关系,,,,,,,,,,,,操作绑定,05ALG002,06DS006
关系,,,,,,,,,,,,操作绑定,06ALG008,06DS006
关系,,,,,,,,,,,,操作绑定,06ALG009,06DS005
关系,,,,,,,,,,,,操作绑定,06ALG010,06DS005
关系,,,,,,,,,,,,操作绑定,06ALG011,06DS005
关系,,,,,,,,,,,,操作绑定,06ALG012,06DS007
关系,,,,,,,,,,,,操作绑定,06ALG013,06DS007
关系,,,,,,,,,,,,操作绑定,06ALG014,06DS007
关系,,,,,,,,,,,,操作绑定,06ALG015,06DS007
关系,,,,,,,,,,,,使用,06ALG016,06ALG003
关系,,,,,,,,,,,,使用,06ALG017,06DS006
关系,,,,,,,,,,,,使用,06ALG018,06CON007
关系,,,,,,,,,,,,使用,06ALG019,06CON007
关系,,,,,,,,,,,,使用,06ALG009,05CON014
关系,,,,,,,,,,,,使用,06ALG009,06CON005
关系,,,,,,,,,,,,使用,06ALG011,06DS005
关系,,,,,,,,,,,,理论依赖,06ALG010,06CON006
关系,,,,,,,,,,,,理论依赖,06DS005,06CON005
关系,,,,,,,,,,,,理论依赖,06DS005,06CON006
关系,,,,,,,,,,,,理论依赖,06DS006,06CON007
关系,,,,,,,,,,,,理论依赖,06DS006,06CON011
关系,,,,,,,,,,,,理论依赖,06DS006,06CON012
关系,,,,,,,,,,,,理论依赖,06DS007,06CON008
关系,,,,,,,,,,,,理论依赖,06DS007,06CON009
关系,,,,,,,,,,,,理论依赖,06ALG012,06CON008
关系,,,,,,,,,,,,理论依赖,06ALG013,06CON008
关系,,,,,,,,,,,,理论依赖,06ALG014,06CON008
关系,,,,,,,,,,,,理论依赖,06ALG015,06CON008
关系,,,,,,,,,,,,理论依赖,06ALG012,06CON009
关系,,,,,,,,,,,,理论依赖,06ALG013,06CON009
关系,,,,,,,,,,,,理论依赖,06ALG014,06CON009
关系,,,,,,,,,,,,理论依赖,06ALG015,06CON009
关系,,,,,,,,,,,,理论依赖,06CON006,06CON003
关系,,,,,,,,,,,,理论依赖,06CON006,06CON004
关系,,,,,,,,,,,,理论依赖,06CON006,06CON005
关系,,,,,,,,,,,,理论依赖,06CON007,06CON011
关系,,,,,,,,,,,,理论依赖,06CON007,06CON012
关系,,,,,,,,,,,,继承,06CON013,06CON011
关系,,,,,,,,,,,,继承,06CON014,06CON012
关系,,,,,,,,,,,,使用,06ALG004,06CON013
关系,,,,,,,,,,,,使用,06ALG018,06CON014
关系,,,,,,,,,,,,操作绑定,06ALG016,06DS001
关系,,,,,,,,,,,,操作绑定,06ALG017,06DS006
关系,,,,,,,,,,,,操作绑定,06ALG018,06DS006
关系,,,,,,,,,,,,操作绑定,06ALG019,06DS006
关系,,,,,,,,,,,,继承,07DS002,07DS001
关系,,,,,,,,,,,,继承,07DS003,07DS001
关系,,,,,,,,,,,,继承,07DS004,07DS001
关系,,,,,,,,,,,,理论依赖,07DS001,07CON001
关系,,,,,,,,,,,,理论依赖,07DS001,07CON002
关系,,,,,,,,,,,,理论依赖,07DS001,07CON003
关系,,,,,,,,,,,,理论依赖,07DS001,07CON004
关系,,,,,,,,,,,,理论依赖,07DS002,01CON018
关系,,,,,,,,,,,,理论依赖,07DS003,07CON006
关系,,,,,,,,,,,,理论依赖,07DS004,07CON031
关系,,,,,,,,,,,,理论依赖,07CON002,07CON007
关系,,,,,,,,,,,,理论依赖,07CON008,07CON002
关系,,,,,,,,,,,,继承,01CON018,07CON002
关系,,,,,,,,,,,,继承,07CON006,07CON002
关系,,,,,,,,,,,,理论依赖,07CON009,01CON018
关系,,,,,,,,,,,,理论依赖,07CON010,01CON018
关系,,,,,,,,,,,,继承,07CON011,07CON008
关系,,,,,,,,,,,,继承,07CON012,07CON008
关系,,,,,,,,,,,,理论依赖,05CON004,07CON001
